ID,hoard_id,coin_group_id,start_year,end_year,revised_start,revised_end,ruler,dynasty,denomination,num_coins,mint,imported,created,updated
999,THS-999,THS-999-1,582,585,582,585,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1000,THS-1000,THS-1000-1,584,585,584,585,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1001,THS-1001,THS-1001-1,586,587,586,587,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1002,THS-1002,THS-1002-1,589,590,589,590,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1003,THS-1003,THS-1003-1,601,602,601,602,Maurice,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1004,THS-1004,THS-1004-1,619,620,619,620,Heraklios,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1005,THS-1005,THS-1005-1,585,586,585,586,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1006,THS-1006,THS-1006-1,562,565,562,565,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1007,THS-1007,THS-1007-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,5,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1008,THS-1008,THS-1008-1,578,582,578,582,Tiberius II Constantine,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1009,THS-1009,THS-1009-1,582,602,582,602,Maurice,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1010,THS-1010,THS-1010-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1011,THS-1011,THS-1011-1,571,572,571,572,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1012,THS-1012,THS-1012-1,575,576,575,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1013,THS-1013,THS-1013-1,616,617,616,617,Heraklios,Eastern Roman Empire,40 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1014,THS-1014,THS-1014-1,601,602,601,602,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1015,THS-1015,THS-1015-1,612,620,612,620,Heraklios,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1016,THS-1016,THS-1016-1,518,527,518,527,Justin I,Eastern Roman Empire,40 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1017,THS-1017,THS-1017-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1018,THS-1018,THS-1018-1,563,564,563,564,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1019,THS-1019,THS-1019-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1020,THS-1020,THS-1020-1,565,566,565,566,Justin II,Eastern Roman Empire,10 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1021,THS-1021,THS-1021-1,527,538,527,538,Justinian I,Eastern Roman Empire,2 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1022,THS-1022,THS-1022-1,565,566,565,566,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1023,THS-1023,THS-1023-1,571,572,571,572,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1024,THS-1024,THS-1024-1,567,578,567,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1025,THS-1025,THS-1025-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1026,THS-1026,THS-1026-1,580,581,580,581,Tiberius II Constantine,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1027,THS-1027,THS-1027-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1028,THS-1028,THS-1028-1,575,576,575,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1029,THS-1029,THS-1029-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1030,THS-1030,THS-1030-1,567,578,567,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1031,THS-1031,THS-1031-1,576,577,576,577,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1032,THS-1032,THS-1032-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1033,THS-1033,THS-1033-1,584,585,584,585,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1034,THS-1034,THS-1034-1,565,568,565,568,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1035,THS-1035,THS-1035-1,583,584,583,584,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1036,THS-1036,THS-1036-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1037,THS-1037,THS-1037-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1038,THS-1038,THS-1038-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1039,THS-1039,THS-1039-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1040,THS-1040,THS-1040-1,538,562,538,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1041,THS-1041,THS-1041-1,571,572,571,572,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1042,THS-1042,THS-1042-1,538,562,538,562,Justinian I,Eastern Roman Empire,8 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1043,THS-1043,THS-1043-1,518,527,518,527,Justin I,Eastern Roman Empire,2 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1044,THS-1044,THS-1044-1,518,527,518,527,Justin I,Eastern Roman Empire,G,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1045,THS-1045,THS-1045-1,528,528,528,528,Justinian I,Eastern Roman Empire,Sol.,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1046,THS-1046,THS-1046-1,527,538,527,538,Justinian I,Eastern Roman Empire,2 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1047,THS-1047,THS-1047-1,564,565,564,565,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1048,THS-1048,THS-1048-1,562,565,562,565,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1049,THS-1049,THS-1049-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1050,THS-1050,THS-1050-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1051,THS-1051,THS-1051-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1052,THS-1052,THS-1052-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,4,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1053,THS-1053,THS-1053-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,21,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1054,THS-1054,THS-1054-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,4,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1055,THS-1055,THS-1055-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,4,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1056,THS-1056,THS-1056-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1057,THS-1057,THS-1057-1,578,582,578,582,Tiberius II Constantine,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1058,THS-1058,THS-1058-1,582,602,582,602,Maurice,Eastern Roman Empire,20 nummi,25,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1059,THS-1059,THS-1059-1,602,610,602,610,Heraklios,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1060,THS-1060,THS-1060-1,618,619,618,619,Heraklios,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1061,THS-1061,THS-1061-1,613,614,613,614,Heraklios,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1062,THS-1062,THS-1062-1,552,562,552,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1063,THS-1063,THS-1063-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,6,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1064,THS-1064,THS-1064-1,538,562,538,562,Justinian I,Eastern Roman Empire,16 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1065,THS-1065,THS-1065-1,538,562,538,562,Justinian I,Eastern Roman Empire,8 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1066,THS-1066,THS-1066-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1067,THS-1067,THS-1067-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,3,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1068,THS-1068,THS-1068-1,552,562,552,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1069,THS-1069,THS-1069-1,552,562,552,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1070,THS-1070,THS-1070-1,552,562,552,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1071,THS-1071,THS-1071-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1072,THS-1072,THS-1072-1,565,566,565,566,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1073,THS-1073,THS-1073-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1074,THS-1074,THS-1074-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1075,THS-1075,THS-1075-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1077,THS-1077,THS-1077-1,570,571,570,571,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1078,THS-1078,THS-1078-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1079,THS-1079,THS-1079-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1080,THS-1080,THS-1080-1,581,582,581,582,Tiberius II Constantine,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1081,THS-1081,THS-1081-1,582,584,582,584,Maurice,Eastern Roman Empire,Trem.,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1082,THS-1082,THS-1082-1,587,588,587,588,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1083,THS-1083,THS-1083-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1084,THS-1084,THS-1084-1,552,562,552,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1085,THS-1085,THS-1085-1,538,562,538,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1086,THS-1086,THS-1086-1,538,562,538,562,Justinian I,Eastern Roman Empire,16 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1087,THS-1087,THS-1087-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1088,THS-1088,THS-1088-1,527,538,527,538,Justinian I,Eastern Roman Empire,8 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1089,THS-1089,THS-1089-1,527,538,527,538,Justinian I,Eastern Roman Empire,4 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1090,THS-1090,THS-1090-1,564,565,564,565,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1091,THS-1091,THS-1091-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,4,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1092,THS-1092,THS-1092-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1093,THS-1093,THS-1093-1,570,571,570,571,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1094,THS-1094,THS-1094-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,4,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1095,THS-1095,THS-1095-1,583,584,583,584,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1096,THS-1096,THS-1096-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1097,THS-1097,THS-1097-1,552,562,552,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1098,THS-1098,THS-1098-1,538,562,538,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1099,THS-1099,THS-1099-1,564,565,564,565,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1100,THS-1100,THS-1100-1,565,566,565,566,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1101,THS-1101,THS-1101-1,568,569,568,569,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1102,THS-1102,THS-1102-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1103,THS-1103,THS-1103-1,570,571,570,571,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1104,THS-1104,THS-1104-1,569,571,569,571,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1105,THS-1105,THS-1105-1,572,573,572,573,Justin II,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1106,THS-1106,THS-1106-1,573,574,573,574,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1107,THS-1107,THS-1107-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,4,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1108,THS-1108,THS-1108-1,568,576,568,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1109,THS-1109,THS-1109-1,565,583,565,583,Heraklios,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1110,THS-1110,THS-1110-1,565,578,565,578,Justin II,Eastern Roman Empire,20 nummi,4,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1112,THS-1112,THS-1112-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1114,THS-1114,THS-1114-1,599,600,599,600,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1115,THS-1115,THS-1115-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1116,THS-1116,THS-1116-1,572,573,572,573,Justin II,Eastern Roman Empire,20 nummi,4,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1117,THS-1117,THS-1117-1,573,574,573,574,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1118,THS-1118,THS-1118-1,574,575,574,575,Justin II,Eastern Roman Empire,20 nummi,3,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1119,THS-1119,THS-1119-1,575,576,575,576,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1120,THS-1120,THS-1120-1,568,578,568,578,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1121,THS-1121,THS-1121-1,582,583,582,583,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1122,THS-1122,THS-1122-1,601,602,601,602,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1123,THS-1123,THS-1123-1,569,570,569,570,Justin II,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1124,THS-1124,THS-1124-1,599,600,599,600,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1125,THS-1125,THS-1125-1,527,565,527,565,Justinian I,Eastern Roman Empire,16 nummi,3,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1126,THS-1126,THS-1126-1,579,580,579,580,Tiberius II Constantine,Eastern Roman Empire,10 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1127,THS-1127,THS-1127-1,586,587,586,587,Maurice,Eastern Roman Empire,20 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1128,THS-1128,THS-1128-1,597,598,597,598,Maurice,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1129,THS-1129,THS-1129-1,602,603,602,603,Phokas,Eastern Roman Empire,10 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1130,THS-1130,THS-1130-1,538,552,538,552,Justinian I,Eastern Roman Empire,16 nummi,2,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1131,THS-1131,THS-1131-1,552,562,552,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1132,THS-1132,THS-1132-1,538,562,538,562,Justinian I,Eastern Roman Empire,16 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
1133,THS-1133,THS-1133-1,563,564,563,564,Justinian I,Eastern Roman Empire,20 nummi,1,Thessaloniki,2018-04-02 16:28:56.255635,2018-04-02 16:28:56.256086,2018-04-02 16:28:56.256573
