hoard_id,PAS_unique_hoard_id,name,startDate,endDate,hoard?,excavation?,single?,num_coins,year_found,year_end_found,comments,lat,long,certainty,owner,created,imported,updated,Tag_IDs,references
Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   285 no. 1214"
2296,IARCH-DC8771,PAS: Haxby A 2296,,,hoard,,,508,1993.0,1993.0,"508 bronze nummi to AD 347 to 348 in a pot. TAR 2002, 206. ******* Four coins (from the two hoards) donated to Yorkshire Museum.",54.044230000000006,-1.0913,highest,PAS UK Finds,1/13/2015 11:57,19:28.9,8/4/2015 9:04,,"Barclay, C., 1994    A hoard of fourth-century Roman bronze coins from Haxby, North YorkshireBarclay, C., 1997    Haxby, North Yorkshire    London:"
2297,IARCH-8B05C4,PAS: Heslington II 2297,,,hoard,,,8,2008.0,2008.0,8 nummi to 358 (?). NC 2011.Treasure numbers associated with this hoard: 2008 T314<br />Other PAS records associated with this hoard: YORYM-23CC13 ******* Not Treasure due to metal content.,53.94665,-1.0263,highest,PAS UK Finds,1/13/2015 11:57,19:29.6,8/4/2015 9:04,,"-8B05C4 - ROMAN HOARD.help-block{display:block}Home ContactsGet InvolvedDatabaseTreasureGuidesNews & EventsPublicationsResearchCountiesForumLog in | RegisterSearch databaseAll artefacts & coinsHoard searchAll imagesMore searchesReferencesRalliesStatisticsArchives by dayOverall statisticsRegional statisticsInstitution statisticsCounty statisticsCite record Embed record  PrintHOARDUnique ID: IARCH-8B05C4
Workflow    status: Published Known as
Heslington II





Also known as: Heslington EastQuantity summaryCoins in hoard: 8Artefacts in hoard: 1Chronology    Broad period: ROMAN Coin chronology

    Last ruler: Magnentius


    Last Reece period: Period 18 Constantinian III (348-364)


    Date from: AD 350


    Date to: AD 353


    Terminal reason: Date of latest coin


Image use policy




    Our images can be used under a CC BY


    licence (unless stated otherwise).

    Coin summary Download as CSVPeriodRulerDenominationMintFromToQuantity

    ROMAN






    Uncertain









Nummus (AE 1 - AE 4)










-










-









-



    1

    ROMAN






    Constantius II









Nummus (AE 1 - AE 4)










-




    AD 348



    AD 350



    3

    ROMAN






    Magnentius









Nummus (AE 1 - AE 4)










-




    AD 350



    AD 353



    2

    ROMAN






    Magnentius









Nummus (AE 1 - AE 4)










Trier




    AD 350



    AD 353



    1

    ROMAN






    -









Nummus (AE 1 - AE 4)










-




    AD 348



    AD 350



    1Coin data quality rating: Good (Grade 3)Description8 nummi to 358 (?). NC 2011.Treasure numbers associated with this hoard: 2008 T314Other PAS records associated with this hoard: YORYM-23CC13NotesNot Treasure due to metal content.Subsequent actions

    Current location of find: UnknownTreasure detailsTreasure case tracking number: 2008T314
 Materials of coins and artefacts in the hoard    Copper alloyIronCoins linked to this hoardUnique ID:





    YORYM-23CC13Object type:


COIN


Broad period:


ROMAN





    Treasure number:


    2008T314







     Artefacts linked to this hoardRecord ID:





    IARCH-15C16AObject type:


CLAMP


Broad period:


ROMAN







     Discovery datesDate(s) of discovery:
Friday 9th May 2008


    - Friday 9th May 2008Personal details

    Recorded by: Dr Eleanor

Ghey Other reference numbers

    Legacy hoard number: 2389




    Treasure case number: 2008T314Spatial metadata

    Region: Yorkshire and the Humber


    (European Region)





    County or Unitary authority: York

 (Unitary Authority)





    District: York


    (Unitary Authority)






    To be known as: Heslington IISpatial coordinates

Unmasked grid reference accurate to a 100 metre square.


Archaeological informationBackground





    The site has been excavated.








First excavation year: 2008








Last excavation year: 2008

    References cited

    No references cited so far."
2305,IARCH-E65A2C,PAS: Cowlam 2305,,,hoard,,,9526,1858.0,1858.0,"Robertson 2000, <span> 331-332 no. 1363:</span><span>""</span>""Last week a number of labourers were employed ploughing and sowing in a 44 acre field belonging to Mr Marmaduke Simpson, of Cowlam, on the wolds about four miles from Driffield, when the sock of one of the ploughs displaced a piece of slate from the mouth of a vessel embedded in the earth. A boy thrust his hand into the jar and found a great number of what he thought to be gun wads. On the arrival of some of the men the wads were thought to be spade guineas. A general scramble ensued, some filling their caps, others their dinner bags. On examination it was found that the jar was a beautiful Roman one, in a state of good preservation, and that it contained 6 stones, or 84 lbs. avoirdupois of Roman coins, some of them well preserved, and judging from their design, make, and finish of a high antiquity.<br />Under what circumstances this wonderful great treasure was deposited it is difficult to conjecture."" Some of the coins were of Constantius and Magnetius [sic].<br />Malton Messenger, 23 Oct. 1858; transcript supplied, Jan. 1953, by Malton Gazette, formerly Malton Messenger, through Miss Ivy Hill, Castleford Library and Museum, and Miss Amy G. Foster, Librarian and Archivist, Yorks. Arch. Soc.<br />At a meeting of the East Riding Antiquarian Society at Driffield, on 4 April 1905, the Rev. E. Maule Cole gave a paper on Roman coins found in the wolds. After dealing with the find at Nunburnholme in 1855, he continued:<br />""Another famous 'find' was that at Cowlam in 1859 [sic], where an immense vase was unearthed by lads at the plough, who filled their pockets with the coins, abandoned their work, and said that they meant to live like gentlemen. In proof of this, Mr. Cole had secured the presence of an old man named Hotham, who was acting as foreman on the Cowlam farm, and was ploughing when the treasure was turned up. Hotham, a veteran of seventy-eight years, hale and hearty, and evidently delighted to be present, stood up, and in reply to Mr. Cole, said there were twelve lads present. 'They all wanted some in their pockets' he added, 'and I took all I could get hold of for my master. It was about half past three in the afternoon, and you should have seen the lads reaching ower the pankin and scramping the money in'. Mr. Cole: 'They meant for the future to live as gentlemen?' Hotham: 'Ay, that they did. They said, ""We'll nivver wark na mair! (Laughter) and they brak off a lump of the pankin in getting it up'. Mr. Cole (proceeding) said the lads had to hand over their spoil, and 10,256 coins were sent to a dealer in London. From him Mr. Christopher Sykes purchased 100 for Mr. Mortimer, and they were in his museum. None were purchased by the British Museum, though some might have found their way since then into the national collection.""<br />F. Haverfield, in Antiquary, XLI (1905), 196; cp. Rev. E. Maule Cole, in Globe, 24 May 1905, and Trans. East Riding Ant. Soc., XIV (1907), 6f.<br />J.R. Mortimer, Forty Years' Researches in British and Saxon Burial Mounds of E. Yorks. (1905), lxxxiii, 199, 338, described the urn as ""a large black vase"", and said that it contained 1400 bronze coins.<br />In Literary Gazette, 27 Aug. 1859, 213, P. Whelan, the dealer, gave a list of 9256 coins from this hoard, which were left in his possession after Mr. C. Sykes had bought 100 for J.R. Mortimer. Rev. E. Maule Cole gave a list of Mortimer's 100 coins in Trans. East Riding Ant. Soc., XIV (1907), 6. Now, in Hull City Museum, are 88 out of Mortimer's 100 coins, which were acquired by the Museum with the Mortimer collection at Driffield.<br />Examined 88 coins in Hunterian Museum, 1938 (ASR)<br />The two lists of 9256 and 100 coins are set alongside one another and added together. The list of 88 coins is not added to the total:<br />P.W. J.R.M. Hull Mus. TOTAL<br />Gallienus 2 2<br />Victorinus 1 1<br />Claudius II 1 1<br />Constantine I 362 8 7 370<br />Licinius I 4 4<br />Crispus 4 4 Constantine II, Caes. 839 3 3 842<br />Constantius II, Caes. 2<br />and Aug. 2712 27 16 2739<br />Helena 430 5 5 435<br />Theodora 322 3 3 325<br />Constantinopolis 300 5 5 305<br />Urbs Roma 260 5 5 265<br />Pop. Romanus 1 1<br />Constans, Caes. and Aug. 2018 7 7 2025<br />Delmatius 29 3 1 32<br />Magnentius 788 20 22 808<br />Decentius 108 8 7 116<br />Constantius Gallus 120 5 120<br />""Helena Juliani"", i.e.<br />Helena, as above 1 1<br />uncertain 954 6 960<br /><br />9256 100 88 9356<br />(some b.?)<br />(4 b. ""Galley"")<br />(Aug.)<br />(2 b.)<br />(ant.)<br />(ant.)<br />(ant.)<br />The 2 irregular coins of Magnentius copied the rev. VICTORIAE DD NN AVG ET CAE(S). The 5 coins of Constantius Gallus in Hull City Museum all had the FEL TEMP REPARATIO, falling horseman rev. of c. AD 353 or later.""",54.07428,-0.5228,highest,PAS UK Finds,1/13/2015 11:57,19:34.9,8/3/2015 8:19,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   331-332 no. 1363"
2309,IARCH-9D9014,PAS: Halsham 2309,,,hoard,,,,1802.0,1802.0,"Robertson 2000, <span>426 no. 1844:</span><span>""</span>""A tumulus was opened in which several urns were found, containing a great number of copper coins: the urns were taken to Burton Constable with some of the coins, the rest were carried away by the workmen. At the same time there was a considerable number of skeletons found, with the urns placed at their heads.""<br />-G. Poulson, Hist. of Holderness (1841), II, 387<br />Undated"" ******* Coins found during the construction of a modern mausoleum in 1802 on the site of an existing tumulus, associated with burials. At least one container is implied.",53.73171,-0.0754,highest,PAS UK Finds,1/13/2015 11:57,19:37.5,8/3/2015 8:46,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   426 no. 1844"
2320,IARCH-43CBB3,PAS: Middleton 2320,,,hoard,,,7,2011.0,2011.0,"7 siliquae to 402. BNJ 2012, 53.Treasure numbers associated with this hoard: 2011 T829<br />Other PAS records associated with this hoard: NCL-769584 ******* The 7 siliquae were found in an area approximately the size of a tennis court, and almost certainly constitute a dispersed hoard. Many hundreds of small denomination bronze coins were also found in proximity, but examination and identification suggests that these were not deposited in a single event as was likely with the siliquae. The bronze coins do, however, provide further background knowledge of the locality.",53.92735,-0.5803,highest,PAS UK Finds,1/13/2015 11:57,19:45.0,8/3/2015 11:25,,"-43CBB3 - ROMAN HOARD.help-block{display:block}Home ContactsGet InvolvedDatabaseTreasureGuidesNews & EventsPublicationsResearchCountiesForumLog in | RegisterSearch databaseAll artefacts & coinsHoard searchAll imagesMore searchesReferencesRalliesStatisticsArchives by dayOverall statisticsRegional statisticsInstitution statisticsCounty statisticsCite record Embed record  PrintHOARDUnique ID: IARCH-43CBB3
Workflow    status: Published Known as
MiddletonQuantity summaryCoins in hoard: 7Chronology    Broad period: ROMAN Coin chronology

    Last ruler: Honorius (emperor)


    Last Reece period: Period 21 Theodosian II (388-402)


    Date from: AD 395


    Date to: AD 402


    Terminal reason: Date of latest coin


Image use policy




    Our images can be used under a CC BY


    licence (unless stated otherwise).

    Coin summary Download as CSVPeriodRulerDenominationMintFromToQuantity

    ROMAN






    Julian









Siliqua










Arelatum




    AD 360



    AD 363



    1

    ROMAN






    Valens









Siliqua










Rome




    AD 364



    AD 367



    1

    ROMAN






    Valentinian I









Siliqua










Antioch (Antakya, Turkey)




    AD 364



    AD 367



    1

    ROMAN






    Gratian









Siliqua










Trier




    AD 367



    AD 375



    1

    ROMAN






    Valentinian II









Siliqua










Trier




    AD 375



    AD 378



    1

    ROMAN






    Magnus Maximus









Siliqua










Trier




    AD 383



    AD 388



    1

    ROMAN






    Honorius (emperor)









Siliqua










Mediolanum




    AD 395



    AD 402



    1Coin data quality rating: Excellent (Grade 4)Description7 siliquae to 402. BNJ 2012, 53.Treasure numbers associated with this hoard: 2011 T829Other PAS records associated with this hoard: NCL-769584NotesThe 7 siliquae were found in an area approximately the size of a tennis court, and almost certainly constitute a dispersed hoard. Many hundreds of small denomination bronze coins were also found in proximity, but examination and identification suggests that these were not deposited in a single event as was likely with the siliquae. The bronze coins do, however, provide further background knowledge of the locality.Treasure detailsTreasure case tracking number: 2011T829
 Materials of coins and artefacts in the hoard    SilverCoins linked to this hoardUnique ID:





    NCL-769584Object type:


COIN HOARD


Broad period:


ROMAN





    Treasure number:


    2011T829







     Discovery datesDate(s) of discovery:
Saturday 8th October 2011


    - Saturday 8th October 2011Personal details

    Recorded by: Dr Eleanor

Ghey Other reference numbers

    Legacy hoard number: 2412




    Treasure case number: 2011T829Spatial metadata

    Region: Yorkshire and the Humber


    (European Region)





    County or Unitary authority: East Riding of Yorkshire

 (Unitary Authority)





    District: East Riding of Yorkshire


    (Unitary Authority)






    To be known as: MiddletonSpatial coordinates

Unmasked grid reference accurate to a 1 metre square.

    Discovery metadata


    Method of discovery: Metal detector









General landuse: Cultivated land






Specific landuse: Character undetermined

Archaeological context


No archaeological context available.

    References cited

    No references cited so far."
2324,IARCH-55B096,PAS: North Dalton II 2324,,,hoard,,,8,2010.0,2010.0,"8 siliquae to 402 (some clipped). Whilst metal detecting during September and October 2010 on a ploughed field in North Dalton. A dispersed hoard of 5 silver Roman siliquae plus 3 others which had been found in previous years before it was realised there was a hoard. BNJ 2012, 47.Treasure numbers associated with this hoard: 2011 T117<br />Other PAS records associated with this hoard: DUR-0C52D0; NCL-536972; NCL-533222; YORYM-96CE04",53.95678,-0.5963,highest,PAS UK Finds,1/13/2015 11:57,19:47.7,8/3/2015 11:52,,"-55B096 - ROMAN HOARD.help-block{display:block}Home ContactsGet InvolvedDatabaseTreasureGuidesNews & EventsPublicationsResearchCountiesForumLog in | RegisterSearch databaseAll artefacts & coinsHoard searchAll imagesMore searchesReferencesRalliesStatisticsArchives by dayOverall statisticsRegional statisticsInstitution statisticsCounty statisticsCite record Embed record  PrintHOARDUnique ID: IARCH-55B096
Workflow    status: Published Known as
North Dalton II





Also known as: Dalton areaQuantity summaryCoins in hoard: 8Chronology    Broad period: ROMAN Coin chronology

    Last ruler: Honorius (emperor)


    Last Reece period: Period 21 Theodosian II (388-402)


    Date from: AD 395


    Date to: AD 402


    Terminal reason: Date of latest coin


Image use policy




    Our images can be used under a CC BY


    licence (unless stated otherwise).

    Coin summary Download as CSVPeriodRulerDenominationMintFromToQuantity

    ROMAN






    Valentinian II









Siliqua










-




    AD 388



    AD 392



    1

    ROMAN






    Valens









Siliqua










Lugdunum




    AD 364



    AD 367



    1

    ROMAN






    Arcadius









Siliqua










Trier




    AD 392



    AD 395



    1

    ROMAN






    Honorius (emperor)









Siliqua










Mediolanum




    AD 394



    AD 402



    3

    ROMAN






    Valentinian I









Siliqua










Antioch (Antakya, Turkey)




    AD 364



    AD 367



    1

    ROMAN






    Julian









Siliqua










Arelatum




    AD 361



    AD 363



    1Coin data quality rating: Excellent (Grade 4)Description8 siliquae to 402 (some clipped). Whilst metal detecting during September and October 2010 on a ploughed field in North Dalton. A dispersed hoard of 5 silver Roman siliquae plus 3 others which had been found in previous years before it was realised there was a hoard. BNJ 2012, 47.Treasure numbers associated with this hoard: 2011 T117Other PAS records associated with this hoard: DUR-0C52D0; NCL-536972; NCL-533222; YORYM-96CE04Subsequent actions

    Current location of find: UnknownTreasure detailsTreasure case tracking number: 2011T117
 Materials of coins and artefacts in the hoard    SilverCoins linked to this hoardUnique ID:





    YORYM-96CE04Object type:


COIN


Broad period:


ROMAN







    Unique ID:





    NCL-533222Object type:


COIN


Broad period:


ROMAN







    Unique ID:





    NCL-536972Object type:


COIN


Broad period:


ROMAN







     Artefacts linked to this hoardRecord ID:





    DUR-0C52D0Object type:


HOARD


Broad period:


ROMAN





    Treasure number:


    2011T117







     Discovery datesDate(s) of discovery:
Wednesday 1st September 2010


    - Sunday 31st October 2010Personal details

    Recorded by: Dr Eleanor

Ghey Other reference numbers

    Legacy hoard number: 2416




    Treasure case number: 2011T117Spatial metadata

    Region: Yorkshire and the Humber


    (European Region)





    County or Unitary authority: East Riding of Yorkshire

 (Unitary Authority)





    District: East Riding of Yorkshire


    (Unitary Authority)






    To be known as: North Dalton IISpatial coordinates

Unmasked grid reference accurate to a 100 metre square.

    Discovery metadata


    Method of discovery: Metal detector









General landuse: Cultivated land

Archaeological context


No archaeological context available.

    References cited

    No references cited so far."
2326,IARCH-6DBEAC,PAS: Pocklington 2326,,,hoard,,,,1880.0,1883.0,"Robertson 2000, <span>342 no. 1403:</span><span>""</span>""About twenty years ago there was a find of very beautiful (silver) coins of Valens and Valentinian made in a field near or in Pocklington. These coins, in mint condition, were among some of the finest I have ever seen of that period. The owner of the land at that time was a farmer living in Derbyshire and he distributed the coins among his numerous sons.""<br />Letter from Rev. C.V. Collier, to Rev. E. Maule Cole, 24 Nov. 1903, now in Hull City Museum; quoted in Mary Kitson Clark, Gazetteer of Roman Remains in E. Yorks. (1935), 121""",53.92196,-0.7833,highest,PAS UK Finds,1/13/2015 11:57,19:49.0,8/3/2015 12:13,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   342 no. 1403"
2327,IARCH-546FBF,PAS: Shiptonthorpe 2327,,,hoard,,,503,2000.0,2001.0,"503 nummi with a pot. TAR 2000, 258; NC 2001, 37. ******* Images of 10 coins in file. A few minor errors in catalogue.",53.86600000000001,-0.7005,highest,PAS UK Finds,1/13/2015 11:57,19:49.7,8/3/2015 12:17,,"-546FBF - ROMAN HOARD.help-block{display:block}Home ContactsGet InvolvedDatabaseTreasureGuidesNews & EventsPublicationsResearchCountiesForumLog in | RegisterSearch databaseAll artefacts & coinsHoard searchAll imagesMore searchesReferencesRalliesStatisticsArchives by dayOverall statisticsRegional statisticsInstitution statisticsCounty statisticsCite record Embed record  PrintHOARDUnique ID: IARCH-546FBF
Workflow    status: Published Known as
ShiptonthorpeQuantity summaryCoins in hoard: 503Containers for the hoard: 1Chronology    Broad period: ROMAN Coin chronology

    Last ruler: House of Constantine


    Last Reece period: Period 17 Constantinian II (330-348)


    Date from: AD 337


    Date to: AD 340


    Terminal reason: Date of latest coin


Image use policy




    Our images can be used under a CC BY


    licence (unless stated otherwise).

    Coin summary Download as CSVPeriodRulerDenominationMintFromToQuantity

    ROMAN






    Claudius II









Radiate (antoninianus)










Rome




    AD 268



    AD 270



    1

    ROMAN






    Tetricus I









Radiate (antoninianus)










Mint I, Gaul (Uncertain, France or Germany)




    AD 271



    AD 274



    1

    ROMAN






    Constantine I









Nummus (AE 1 - AE 4)










Londinium




    AD 319



    AD 319



    1

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Trier




    AD 321



    AD 328



    6

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Trier




    AD 330



    AD 334



    260

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Trier




    AD 335



    AD 337



    15

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Trier




    AD 337



    AD 340



    9

    ROMAN






    Constantine II









Nummus (AE 1 - AE 4)










Lugdunum




    AD 322



    AD 323



    1

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Lugdunum




    AD 330



    AD 334



    90

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Arelatum




    AD 330



    AD 334



    36

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Arelatum




    AD 335



    AD 337



    1

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Rome




    AD 330



    AD 335



    4

    ROMAN






    Constantine I









Nummus (AE 1 - AE 4)










Ticinum




    AD 325



    AD 325



    1

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Aquileia




    AD 334



    AD 335



    3

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Siscia




    AD 334



    AD 335



    5

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Perinthus/Heraclea




    AD 330



    AD 333



    3

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Constantinople




    AD 330



    AD 330



    1

    ROMAN






    Licinius II









Nummus (AE 1 - AE 4)










Cyzicus




    AD 321



    AD 324



    1

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










-




    AD 330



    AD 340



    35

    ROMAN






    -









Nummus (AE 1 - AE 4)










-










-









-



    29Coin data quality rating: Excellent (Grade 4)Description503 nummi with a pot. TAR 2000, 258; NC 2001, 37.NotesImages of 10 coins in file. A few minor errors in catalogue.Subsequent actions

    Current location of find: Hull and East Riding Museum
Materials of coins and artefacts in the hoard    CeramicCopper alloyContainers linked to this hoardRecord ID:





    IARCH-1C8980Object type:


VESSEL


Broad period:


ROMAN







     Discovery datesDate(s) of discovery:
Saturday 1st January 2000


    - Thursday 8th February 2001Personal details

    Recorded by: Dr Eleanor

Ghey Other reference numbers

    Legacy hoard number: 2419Spatial metadata

    Region: Yorkshire and the Humber


    (European Region)





    County or Unitary authority: East Riding of Yorkshire

 (Unitary Authority)





    District: East Riding of Yorkshire


    (Unitary Authority)






    To be known as: ShiptonthorpeSpatial coordinates

Unmasked grid reference accurate to a 10 metre square.

    Discovery metadata


    Method of discovery: Agricultural or drainage work









General landuse: Cultivated land

Archaeological context


No archaeological context available.

    References cited

    No references cited so far."
2328,IARCH-4BC26B,PAS: Skerne 2328,,,hoard,,,17,1897.0,1897.0,"Robertson 2000, <span>426 no. 1853:</span><span>""</span>""On May 12, 1897, a hoard consisting of 1 silver and 16 bronze Roman coins, with two pieces of bronze, probably portions of the handles of a box or leather bag, were found in deepening a drain on 'Copper Hall' farm, Skerne, 3 miles south-east of Driffield. The drain was originally cut about the year 1835; and from its appearance while deepening it in 1897, it is probable that the greater portion of it had been removed when the drain was first cut, leaving only a portion of the broken handle and the coins found in 1897.<br />The late Lord Londesborough obtained the 17 coins last found.""<br />-J.R. Mortimer, Forty Years' Researches in British and Saxon Burial Mounds of E. Yorks. (1905), lxxxiii, 352<br />Undated""",53.97915,-0.3745,highest,PAS UK Finds,1/13/2015 11:57,19:50.4,8/3/2015 12:27,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   426 no. 1853"
2330,IARCH-993D92,PAS: Swine 2330,,,hoard,,,14000,1826.0,1826.0,"Robertson 2000, <span> 276 no. 1158:</span><span>""</span>""On the 18 March, 1826, a Roman urn, containing between 14 and 15000 copper coins was found by some boys who were playing in a field recently ploughed, in the occupation of Mr. Jas. Megson near the earthworks just alluded to.<br />They were in a high state of preservation: the urn which contained them was unfortunately destroyed and the coins got into the hands of many individuals. Some however were preserved by Mr. Heselton, master of the free school in Swine. He describes them as being very carefully placed on their edges (in rouleaux?).<br />There appeared to have been some unctious matter poured upon them. Those which were not covered with the matter<br />were<br />easily mouldered away by the least friction of the finger and thumb. Some of these coins were presented by Mr. Heselton to the Society of Antiquaries in 1829. He has many still remaining in his possession, viz.""<br />AE<br />Constantine I 15<br />Crispus 3<br />Helena 1 Fausta 3<br />Constantinopolis 1<br />Urbs Roma 1<br /><br />24<br />(SECVRITAS REIPVBLICE)<br />-G. Poulson, Hist. and Ant. of Holderness (1841), II, 215-9, some types, mints"" ******* Possibly in rouleaux?",53.817130000000006,-0.2941,highest,PAS UK Finds,1/13/2015 11:57,19:51.7,8/3/2015 12:48,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   276 no. 1158"
2331,IARCH-CED008,PAS: Swine 2331,,,hoard,,,,1804.0,1804.0,"Robertson 2000, <span>277 no. 1164:</span><span>""</span>17 May 1804<br />""In a garden at Swire [sic], in Holderness, in the occupation of a Mr. Hesseltine, a few ancient silver and copper coins were lately found, turned up by the gardener with his spade, one of which is precisely of the same kind as the one figured in the cuts of the coins in Camden's Britannia.<br />It should be observed, that the figures representing the head of Flavius on one side, and two men in armour, with bows and spears in their hands, standing on each side, with two banners on the other side, are remarkably legible.""<br />-Annual Register, 1804, 385<br />-The coin described was a Constantinian coin with the GLORIA EXERCITVS, 2 stand., reverse.<br />Including GLORIA EXERCITVS, 2 stand.""",53.808240000000005,-0.3006,highest,PAS UK Finds,1/13/2015 11:57,19:52.4,8/3/2015 13:11,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   277 no. 1164"
2333,IARCH-90BF81,PAS: Thornton 2333,,,hoard,,,,1787.0,1787.0,"Robertson 2000, <span>313 no. 1300:</span><span>""</span>27 March 1789<br />""About two years ago, many Roman coins were ploughed up at a place called Thornton, near Darlington. I believe they amounted to some hundreds, were deposited in an urn, and mostly of Constantine and his sons in very fine preservation."" J. Cade, in Arch., IX (1789), 288<br />The coins were probably small AE.<br />Constantinian, or later""",54.538740000000004,-1.646,highest,PAS UK Finds,1/13/2015 11:57,19:53.7,8/3/2015 15:08,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   313 no. 1300"
2337,IARCH-73A905,PAS: Balk 2337,,,hoard,,,8,2005.0,2005.0,"8 siliquae to 402. NC 2006, 32.Treasure numbers associated with this hoard: 2005 T038 ******* Heavily clipped, identified to reverse type only - could be to 395 or 402.",54.21804,-1.2745,highest,PAS UK Finds,1/13/2015 11:57,19:56.4,7/29/2015 9:57,,"British Museum, 2008    Treasure Annual"
2343,IARCH-724285,PAS: Cattal 2343,,,hoard,,,27,1993.0,1998.0,"16 silver siliquae to Honorius. Addenda of 11 siliquae to 402. NC 1996, 123. ******* Images in BM. The majority show evidence of clipping.",53.96748,-1.3079,highest,PAS UK Finds,1/13/2015 11:57,20:00.3,7/29/2015 10:39,,"Barclay, C., 1997    Cattal, North Yorkshire    London:
   Barclay, C., 2009    Cattal, North Yorkshire (addenda)    Wetteren:"
